symbol,side,entry,exit,qty,cash_return,remaining_pnl,total_pnl,total_pct,r,reason,phase,entry_time,cost,trade_type,big_trend,close_time,regime,grid_layer
ADA/USDT-layer2,long,1.48244,1.51188,758.3933215716164,1146.149985979443,21.877390348816068,21.877390348816068,1.9451370580986942,0.7687906555178312,网格止盈-2,1,2022-01-19 00:15:00,1124.7223046688791,grid,bullish,2022-01-19 01:15:00,range_bound,2.0
ADA/USDT-layer3,long,1.51296,1.4679900000000001,646.213174226333,948.2433997588837,-29.451284318589156,-29.451284318589156,-3.0111147165499252,-1.1208485476409316,网格止损-3,1,2022-01-19 00:30:00,978.0857619511038,grid,bullish,2022-01-19 03:30:00,range_bound,3.0
ADA/USDT-layer2,long,1.48292,1.43804,685.3970896328146,985.2218751547096,-31.16717700358406,-31.16717700358406,-3.0652352119870114,-1.2834187649133062,网格止损-2,1,2022-01-19 03:00:00,1016.7956077791569,grid,bullish,2022-01-19 04:00:00,range_bound,2.0
ADA/USDT-layer1,long,1.397,1.35491,850.5812030392951,1151.985673033713,-36.27626761218225,-36.27626761218225,-3.0516640874072674,-1.317235714785847,网格止损-1,1,2022-01-19 06:30:00,1188.7372454221536,grid,bullish,2022-01-19 07:45:00,range_bound,1.0
ADA/USDT-layer2,long,1.38038,1.33931,761.0099493961566,1018.8080421601875,-31.67487178727909,-31.67487178727909,-3.0140620550921855,-1.6689688228760928,网格止损-2,1,2022-01-20 06:30:00,1050.9031071130455,grid,bullish,2022-01-20 09:00:00,trending_down,2.0
ADA/USDT-layer1,long,1.353,1.38012,903.4570839636294,1246.390239746043,24.012805143252542,24.012805143252542,1.9636491301483865,1.1591726999617198,网格止盈-1,1,2022-01-20 04:45:00,1222.8663855766317,grid,bullish,2022-01-20 13:45:00,range_bound,1.0
ADA/USDT,short,1.36,1.3809607505474235,3088.235294117647,4133.588270368251,-66.41172963174877,-66.41172963174877,-1.5805994181315275,-0.9999999999999963,止损,1,2022-01-20 08:15:00,4201.68,trend,bullish,2022-01-20 13:45:00,range_bound,
ADA/USDT,short,1.387,1.411485267660448,3007.499259952895,4096.093488596698,-75.30798495796748,-75.30798495796748,-1.804618286819944,-1.0000000000000013,止损,1,2022-01-20 14:00:00,4173.070034144087,trend,bullish,2022-01-20 15:00:00,range_bound,
ADA/USDT-layer2,long,1.38072,1.40844,866.7954151917609,1220.3506138664181,23.548848202850156,23.548848202850156,1.9668614389808108,0.8404050717500495,网格止盈-2,1,2022-01-20 15:15:00,1197.2804863698334,grid,bullish,2022-01-20 15:30:00,range_bound,2.0
ADA/USDT-layer2,long,1.2835,1.2452500000000002,1005.4152333429386,1251.477139139496,-38.97331285616556,-38.97331285616556,-3.0189248803789663,-0.932252944820859,网格止损-2,1,2022-01-21 00:30:00,1290.96663217646,grid,bullish,2022-01-21 01:30:00,range_bound,2.0
ADA/USDT-layer1,long,1.258,1.2199,910.631133890123,1110.4206906459876,-35.153275787787216,-35.153275787787216,-3.0673898961877906,-0.9924162303661253,网格止损-1,1,2022-01-21 01:00:00,1146.0321960203482,grid,bullish,2022-01-21 01:45:00,range_bound,1.0
ADA/USDT-layer5,short,1.1535600000000001,1.11,1235.2712782664346,1478.1979688240115,53.238433066983134,53.238433066983134,3.734642624797583,1.420039616093139,网格止盈-5,1,2022-01-22 03:00:00,1425.529519571331,grid,bearish,2022-01-22 05:15:00,trending_down,5.0
ADA/USDT-layer9,short,1.05516,1.025,1484.291244330884,1610.3045073974483,44.139758029272464,44.139758029272464,2.8172073980976795,0.6611466110566897,网格止盈-9,1,2022-01-22 08:15:00,1566.791215267923,grid,bearish,2022-01-22 09:30:00,range_bound,9.0
ADA/USDT-layer8,short,1.0733400000000002,1.1054100000000002,1440.7308691767255,1499.5712745192004,-46.82279660294651,-46.82279660294651,-3.026658976970454,-0.5192559296814925,网格止损-8,1,2022-01-22 12:45:00,1547.0126287505957,grid,bearish,2022-01-22 13:00:00,range_bound,8.0
ADA/USDT-layer7,short,1.0916000000000001,1.1244500000000002,1176.5544485122018,1245.1632916278954,-39.16354436802425,-39.16354436802425,-3.048124832148492,-0.5117359824027161,网格止损-7,1,2022-01-22 13:00:00,1284.8405667303182,grid,bearish,2022-01-22 13:15:00,range_bound,7.0
ADA/USDT-layer5,short,1.1327600000000002,1.1102000000000003,1114.1316603991422,1286.6737723804836,24.62999274675106,24.62999274675106,1.9508154222685297,0.37179566249951657,网格止盈-5,1,2022-01-22 13:30:00,1262.548597145586,grid,bearish,2022-01-22 14:00:00,range_bound,5.0
ADA/USDT-layer6,short,1.1114000000000002,1.0890800000000003,1163.979948373548,1319.1098881442101,25.462573521848526,25.462573521848526,1.967490851419005,0.3478396907154269,网格止盈-6,1,2022-01-22 13:15:00,1294.1647735482106,grid,bearish,2022-01-22 14:45:00,range_bound,6.0
ADA/USDT-layer7,short,1.0916000000000001,1.0697,1171.834194308959,1304.325705680423,25.151499172763174,25.151499172763174,1.965443210769927,0.5533446668661383,网格止盈-7,1,2022-01-23 00:30:00,1279.685876190263,grid,bearish,2022-01-23 02:00:00,range_bound,7.0
ADA/USDT-layer9,short,1.05292,1.08481,1263.2166772936775,1289.2500975756213,-40.81600628043776,-40.81600628043776,-3.067493133430817,-1.1161548276263349,网格止损-9,1,2022-01-23 02:30:00,1330.5981302976015,grid,bearish,2022-01-23 04:30:00,range_bound,9.0
ADA/USDT-layer7,short,1.0928,1.0711,1166.9302016676747,1300.0336212288705,24.81229684643563,24.81229684643563,1.944946765071429,0.9243107205487545,网格止盈-7,1,2022-01-23 04:45:00,1275.7314129121878,grid,bearish,2022-01-23 05:00:00,range_bound,7.0
ADA/USDT-layer8,short,1.0722200000000002,1.1045300000000002,1438.2264025094312,1495.0091801882631,-47.08593311039927,-47.08593311039927,-3.052153259678768,-0.7754459088100824,网格止损-8,1,2022-01-23 00:15:00,1542.7119513439818,grid,bearish,2022-01-23 05:45:00,range_bound,8.0
ADA/USDT-layer7,short,1.09268,1.1252600000000001,1170.5789356100918,1240.4191023637131,-38.64908899872182,-38.64908899872182,-3.0204515916662995,-0.9921757607601218,网格止损-7,1,2022-01-23 05:45:00,1279.57981863898,grid,bearish,2022-01-23 07:30:00,range_bound,7.0
ADA/USDT-layer6,short,1.1123,1.14551,1158.6679951243027,1249.7915322942933,-38.99487868246875,-38.99487868246875,-3.0244954971351348,-1.0669764991119397,网格止损-6,1,2022-01-23 06:00:00,1289.3019255411527,grid,bearish,2022-01-23 09:15:00,range_bound,6.0
ADA/USDT-layer6,short,1.1121,1.08992,1320.9192643329698,1497.7047054220554,28.710391557359507,28.710391557359507,1.9536435043822669,0.6411276291290536,网格止盈-6,1,2022-01-24 00:15:00,1469.5819115902418,grid,bearish,2022-01-24 00:30:00,range_bound,6.0
ADA/USDT-layer6,short,1.1126,1.09052,1152.1619762003781,1306.822392989157,24.92697826861625,24.92697826861625,1.9437632101572548,0.7674223806212093,网格止盈-6,1,2022-01-24 01:15:00,1282.408172886429,grid,bearish,2022-01-24 01:30:00,range_bound,6.0
ADA/USDT-layer7,short,1.0916000000000001,1.0697,1165.4491941011638,1297.2187958955337,25.01445561470319,25.01445561470319,1.965443210769927,0.6653314859199918,网格止盈-7,1,2022-01-24 00:30:00,1272.7132220169428,grid,bearish,2022-01-24 02:15:00,range_bound,7.0
ADA/USDT-layer8,short,1.0719400000000001,1.0503600000000002,1244.7667191776568,1360.643576660369,26.32833970507163,26.32833970507163,1.9723834256807877,0.7922148133807055,网格止盈-8,1,2022-01-24 02:00:00,1334.8489630500796,grid,bearish,2022-01-24 05:30:00,range_bound,8.0
ADA/USDT-layer8,short,1.07376,1.05244,1236.393611106771,1353.418879649258,25.82887578725156,25.82887578725156,1.9447682110288058,1.074144102033619,网格止盈-8,1,2022-01-24 06:30:00,1328.1210398635515,grid,bearish,2022-01-24 07:00:00,range_bound,8.0
ADA/USDT-layer9,short,1.0538800000000001,1.025,1282.1477899482236,1387.7178490791907,36.48793620855675,36.48793620855675,2.6992702368705452,1.6412083613051398,网格止盈-9,1,2022-01-24 05:15:00,1351.7704048357823,grid,bearish,2022-01-24 09:15:00,trending_down,9.0
ADA/USDT-layer5,short,1.05552,1.0344,1490.8734914585602,1604.5045771288626,30.857789424523098,30.857789424523098,1.960125454138493,0.7553010126154798,网格止盈-5,1,2022-01-25 00:15:00,1574.276246419421,grid,bearish,2022-01-25 01:30:00,range_bound,5.0
ADA/USDT-layer5,short,1.05616,1.0352,1291.7508433189894,1390.8249501274781,26.52937944769422,26.52937944769422,1.9437702876734562,1.1717023254970593,网格止盈-5,1,2022-01-25 04:00:00,1364.8412889080557,grid,bearish,2022-01-25 04:30:00,range_bound,5.0
ADA/USDT-layer6,short,1.0357999999999998,1.0149599999999999,1303.6258901349527,1376.9231422733953,26.627445271611663,26.627445271611663,1.9711829498746916,0.8044049083014073,网格止盈-6,1,2022-01-25 01:00:00,1350.8358152805845,grid,bearish,2022-01-25 05:30:00,range_bound,6.0
ADA/USDT-layer7,short,1.01688,0.99636,1397.661718608964,1449.3657651855715,28.111516766488286,28.111516766488286,1.9771463611864655,1.1380822512674058,网格止盈-7,1,2022-01-25 05:00:00,1421.822750118451,grid,bearish,2022-01-25 07:00:00,range_bound,7.0
ADA/USDT-layer8,short,0.9988799999999999,1.0291199999999998,1440.9877571592158,1395.2226315543542,-44.15121931684307,-44.15121931684307,-3.0661642118741104,-1.5695295236442173,网格止损-8,1,2022-01-25 07:00:00,1439.9496004115456,grid,bearish,2022-01-25 08:00:00,range_bound,8.0
ADA/USDT-layer7,short,1.01856,1.0489199999999999,1375.1555864342185,1358.3684791246471,-42.30999499379017,-42.30999499379017,-3.019470816762828,-1.5347935159629482,网格止损-7,1,2022-01-25 07:45:00,1401.2387455080848,grid,bearish,2022-01-25 10:00:00,range_bound,7.0
ADA/USDT-layer7,short,1.0171199999999998,1.0478399999999999,1340.0616727713825,1321.2916326102477,-41.71189599898067,-41.71189599898067,-3.0590689632594428,-1.4545165764338737,网格止损-7,1,2022-01-26 01:15:00,1363.548730020672,grid,bearish,2022-01-26 03:30:00,range_bound,7.0
ADA/USDT-layer5,short,1.0559999999999998,1.035,1236.8852762807537,1331.6029822136704,25.452130461194724,25.452130461194724,1.947857220748056,1.2650567123053318,网格止盈-5,1,2022-01-26 03:45:00,1306.6733120931767,grid,bearish,2022-01-26 06:45:00,range_bound,5.0
ADA/USDT-layer6,short,1.0366,1.06762,1537.4651515481617,1545.4067125433626,-48.32966355146198,-48.32966355146198,-3.031262895189218,-1.592754733710855,网格止损-6,1,2022-01-26 00:15:00,1594.3738706452623,grid,bearish,2022-01-26 09:15:00,range_bound,6.0
ADA/USDT-layer5,short,1.0562399999999998,1.0876499999999998,1240.0475078942468,1270.3139724033656,-39.4738073348535,-39.4738073348535,-3.012550944175834,-1.874625132461209,网格止损-5,1,2022-01-26 08:15:00,1310.3116948501145,grid,bearish,2022-01-26 12:00:00,range_bound,5.0
ADA/USDT-layer4,short,1.0755,1.0539999999999998,1412.9431914794973,1549.390832892034,29.770430455834816,29.770430455834816,1.958286885152966,0.652646199313457,网格止盈-4,1,2022-01-27 00:15:00,1520.2282505971737,grid,bearish,2022-01-27 01:15:00,range_bound,4.0
ADA/USDT-layer5,short,1.05528,1.0341,1240.0868149480248,1334.3803972933192,25.741583214967793,25.741583214967793,1.9662637560395424,0.6874552930426099,网格止盈-5,1,2022-01-27 01:15:00,1309.1622696039828,grid,bearish,2022-01-27 01:45:00,range_bound,5.0
ADA/USDT-layer6,short,1.0357999999999998,1.0149599999999999,1324.487630902086,1398.9578486011446,27.053560512764083,27.053560512764083,1.9711829498746916,0.6657893905169249,网格止盈-6,1,2022-01-27 01:45:00,1372.4530498036158,grid,bearish,2022-01-27 03:30:00,range_bound,6.0
ADA/USDT-layer7,short,1.0171199999999998,1.0478399999999999,1367.4507148921766,1348.2970405811902,-42.56443054994023,-42.56443054994023,-3.0590689632594428,-0.979883322020119,网格止损-7,1,2022-01-27 02:15:00,1391.417815719583,grid,bearish,2022-01-27 07:15:00,range_bound,7.0
ADA/USDT-layer5,short,1.05616,1.0352,1266.733784716954,1363.889144772699,26.015590706040808,26.015590706040808,1.9437702876734562,0.9348277107885528,网格止盈-5,1,2022-01-27 07:30:00,1338.4087034882848,grid,bearish,2022-01-27 08:30:00,range_bound,5.0
ADA/USDT-layer6,short,1.0371,1.0679699999999999,1316.4380312727592,1324.0933290546952,-41.1845531782832,-41.1845531782832,-3.0153631344685103,-1.2058113392153005,网格止损-6,1,2022-01-27 05:30:00,1365.8239933858717,grid,bearish,2022-01-27 14:00:00,range_bound,6.0
ADA/USDT-layer5,short,1.05568,1.0346,1469.7136810054703,1581.9082842239447,30.360945460089752,30.360945460089752,1.9560348034172195,0.8941489508197469,网格止盈-5,1,2022-01-28 00:15:00,1552.1679576993604,grid,bearish,2022-01-28 01:15:00,range_bound,5.0
ADA/USDT-layer5,short,1.05632,1.0353999999999999,1273.4207854919139,1371.2417510256569,26.101906894838574,26.101906894838574,1.9396845926882247,0.8878162723999923,网格止盈-5,1,2022-01-28 03:00:00,1345.6779000684708,grid,bearish,2022-01-28 04:45:00,range_bound,5.0
ADA/USDT-layer5,short,1.05632,1.0353999999999999,1277.2392083500106,1375.3534954747397,26.18017491045657,26.18017491045657,1.9396845926882247,1.2555892040381433,网格止盈-5,1,2022-01-28 05:30:00,1349.7129898925089,grid,bearish,2022-01-28 06:45:00,range_bound,5.0
ADA/USDT-layer6,short,1.0358999999999998,1.0150799999999998,1285.3016657304129,1357.6713986124298,26.22740308229522,26.22740308229522,1.9690588867262306,0.9368516816076735,网格止盈-6,1,2022-01-28 00:45:00,1331.9765731283467,grid,bearish,2022-01-28 10:00:00,range_bound,6.0
ADA/USDT-layer7,short,1.01688,1.04766,1382.3695006106516,1362.592282993051,-43.11161478790828,-43.11161478790828,-3.0656795577733065,-1.6145598690273304,网格止损-7,1,2022-01-28 08:15:00,1406.2661793400716,grid,bearish,2022-01-28 20:30:00,range_bound,7.0
ADA/USDT-layer6,short,1.0369,1.0678299999999998,1321.9715401243063,1329.3154093028663,-41.43688065202662,-41.43688065202662,-3.021721198684178,-1.4755246701547158,网格止损-6,1,2022-01-28 13:45:00,1371.300590870875,grid,bearish,2022-01-29 07:15:00,range_bound,6.0
ADA/USDT-layer4,short,1.0758599999999998,1.0544799999999999,1224.386241330161,1342.9186521644665,25.6504705669998,25.6504705669998,1.9464688238436858,1.8803042943542658,网格止盈-4,1,2022-01-29 07:30:00,1317.7950888701057,grid,bearish,2022-01-29 15:00:00,range_bound,4.0
ADA/USDT-layer6,short,1.0356999999999998,1.0669899999999999,1325.083629426585,1330.3782925863572,-42.010822410756745,-42.010822410756745,-3.0599211507827153,-1.5857815982690526,网格止损-6,1,2022-01-29 16:15:00,1372.9380706431127,grid,bearish,2022-01-29 20:30:00,range_bound,6.0
ADA/USDT-layer4,short,1.0758599999999998,1.0544799999999999,1221.8755724625737,1340.1649263074783,25.597872917893934,25.597872917893934,1.9464688238436854,1.4633502961270215,网格止盈-4,1,2022-01-29 20:45:00,1315.0928802109402,grid,bearish,2022-01-29 23:15:00,range_bound,4.0
ADA/USDT-layer4,short,1.07592,1.05456,1225.3490594562186,1344.0236649360995,25.64610488596483,25.64610488596483,1.9444999158489666,2.328285641419863,网格止盈-4,1,2022-01-30 04:45:00,1318.9049110741548,grid,bearish,2022-01-30 13:00:00,range_bound,4.0
ADA/USDT-layer5,short,1.0557599999999998,1.0346999999999997,1273.86012616787,1371.1801048333643,26.289538030374246,26.289538030374246,1.9539899430089374,1.3981219787174182,网格止盈-5,1,2022-01-29 00:15:00,1345.4285230297114,grid,bearish,2022-01-30 19:00:00,range_bound,5.0
ADA/USDT-layer5,short,1.05616,1.0352,1274.8959949980194,1372.677376470636,26.18322239352776,26.18322239352776,1.9437702876734562,1.3127067855106984,网格止盈-5,1,2022-01-30 23:15:00,1347.032751738739,grid,bearish,2022-01-30 23:45:00,range_bound,5.0
ADA/USDT-layer6,short,1.0354999999999999,1.0146,1326.781668336705,1401.0626014638697,27.18018390121196,27.18018390121196,1.9775576008128781,2.232037472703527,网格止盈-6,1,2022-01-30 18:45:00,1374.4319705296828,grid,bearish,2022-01-31 00:30:00,range_bound,6.0
ADA/USDT-layer7,short,1.0180799999999999,1.04856,1601.4653202556656,1580.9549823591967,-49.464830886691146,-49.464830886691146,-3.0326577525519802,-1.7283524000812214,网格止损-7,1,2022-01-31 00:45:00,1631.071981171186,grid,bearish,2022-01-31 16:45:00,range_bound,7.0
ADA/USDT-layer5,short,1.05584,1.0348,1281.2987555032328,1379.263865235117,26.417387224583738,26.417387224583738,1.9519453924749193,1.2504303880249132,网格止盈-5,1,2022-01-31 17:00:00,1353.3876166017374,grid,bearish,2022-02-01 02:00:00,range_bound,5.0
ADA/USDT-layer6,short,1.0371,1.0679699999999999,1290.5196324212577,1298.0242105669283,-40.3737002171578,-40.3737002171578,-3.0153631344685112,-2.34507810437845,网格止损-6,1,2022-01-31 15:15:00,1338.9332699483998,grid,bearish,2022-02-01 09:00:00,range_bound,6.0
ADA/USDT-layer4,short,1.0758599999999998,1.0544799999999999,1229.2223818473087,1348.222977781447,25.75178604720171,25.75178604720171,1.9464688238436858,1.373449552463857,网格止盈-4,1,2022-02-01 09:15:00,1323.000180210939,grid,bearish,2022-02-01 09:30:00,range_bound,4.0
ADA/USDT-layer4,short,1.0760399999999999,1.0547199999999999,1232.4418241267413,1351.9018974435473,25.745197010208795,25.745197010208795,1.9405627585774738,1.5191521152534826,网格止盈-4,1,2022-02-01 13:30:00,1326.6871631135118,grid,bearish,2022-02-01 15:00:00,range_bound,4.0
ADA/USDT-layer5,short,1.05584,1.0874,1285.167355641589,1315.8284465962545,-41.10265418436084,-41.10265418436084,-3.0278781047059917,-2.64598063664376,网格止损-5,1,2022-02-01 03:15:00,1357.4738732209275,grid,bearish,2022-02-01 23:30:00,range_bound,5.0
ADA/USDT-layer3,short,1.09628,1.07442,1188.7517352496322,1328.669583351096,25.464831031629164,25.464831031629164,1.9532348333334226,1.307412728894504,网格止盈-3,1,2022-02-02 00:15:00,1303.7260342203945,grid,bearish,2022-02-02 05:30:00,range_bound,3.0
ADA/USDT-layer4,short,1.07574,1.05432,1236.7608418875345,1356.3923520421065,25.959243990010144,25.959243990010144,1.950407298734809,1.2912790072038351,网格止盈-4,1,2022-02-01 16:15:00,1330.965281295317,grid,bearish,2022-02-02 14:30:00,range_bound,4.0
ADA/USDT-layer5,short,1.0548,1.0334999999999999,1287.8219028246008,1385.2817918123133,26.887248712924364,26.887248712924364,1.9785487397759989,1.651742007412518,网格止盈-5,1,2022-02-02 07:45:00,1358.9379009166285,grid,bearish,2022-02-02 16:15:00,range_bound,5.0
ADA/USDT-layer5,short,1.0562399999999998,1.0352999999999999,1284.145516553955,1382.713321177427,26.347460772477785,26.347460772477785,1.9417272854548213,0.9943703778381895,网格止盈-5,1,2022-02-02 17:00:00,1356.9084067491112,grid,bearish,2022-02-02 21:15:00,range_bound,5.0
ADA/USDT-layer7,short,1.017,1.04775,1389.31062349644,1369.6424308617256,-43.28647323415396,-43.28647323415396,-3.062373870510798,-1.5888218861236112,网格止损-7,1,2022-02-02 21:45:00,1413.494075657518,grid,bearish,2022-02-03 15:15:00,range_bound,7.0
ADA/USDT-layer6,short,1.0354999999999999,1.0668499999999999,1335.8793314547302,1340.8699094611786,-42.433138260194326,-42.433138260194326,-3.066296417212931,-1.736383296935596,网格止损-6,1,2022-02-02 15:00:00,1383.8563689404614,grid,bearish,2022-02-04 05:15:00,range_bound,6.0
ADA/USDT-layer4,short,1.07598,1.05464,1232.9481459674603,1352.408008514574,25.78046241650627,25.78046241650627,1.942531227439127,1.7817267174586366,网格止盈-4,1,2022-02-04 05:30:00,1327.158197116507,grid,bearish,2022-02-04 13:30:00,range_bound,4.0
ADA/USDT-layer5,short,1.05616,1.0876,1281.643640031913,1312.7844225147594,-40.83632434134568,-40.83632434134568,-3.0156154475037664,-2.184101430695053,网格止损-5,1,2022-02-03 15:30:00,1354.1621951548475,grid,bearish,2022-02-04 16:00:00,range_bound,5.0
ADA/USDT-layer4,short,1.07592,1.10796,1236.7210193733135,1290.4560925517487,-40.1567866123867,-40.1567866123867,-3.016709889767053,-1.7435710733904242,网格止损-4,1,2022-02-04 15:15:00,1331.145124315801,grid,bearish,2022-02-04 16:30:00,range_bound,4.0
ADA/USDT-layer3,short,1.09652,1.12913,1188.1445768243977,1263.5577670126931,-39.266524366795444,-39.266524366795444,-3.012748863902441,-1.6803355223405645,网格止损-3,1,2022-02-04 16:15:00,1303.3454210960404,grid,bearish,2022-02-04 23:45:00,range_bound,3.0
ADA/USDT-layer1,short,1.175,1.15152,1185.707655393876,1420.4896282384173,27.28313315061302,27.28313315061302,1.957514866393863,1.4259905071871883,网格止盈-1,1,2022-02-05 06:15:00,1393.7637776858394,grid,bearish,2022-02-05 07:00:00,range_bound,1.0
ADA/USDT-layer1,short,1.175,1.15172,1041.645716002572,1247.693655085041,23.759938782018633,23.759938782018633,1.940500395586443,1.6776246670948431,网格止盈-1,1,2022-02-05 09:30:00,1224.4232897895436,grid,bearish,2022-02-05 12:00:00,range_bound,1.0
ADA/USDT-layer2,short,1.15178,1.12856,1058.8924070106061,1243.7107337988436,24.099637252167625,24.099637252167625,1.975219913944511,1.1740933528853823,网格止盈-2,1,2022-02-05 07:00:00,1220.0989409852946,grid,bearish,2022-02-05 16:45:00,range_bound,2.0
ADA/USDT-layer3,short,1.1295600000000001,1.10684,1130.177884687965,1301.7707314756772,25.16700004753939,25.16700004753939,1.970614424296508,1.1750963874102762,网格止盈-3,1,2022-02-05 16:45:00,1277.114372920709,grid,bearish,2022-02-05 17:00:00,range_bound,3.0
ADA/USDT-layer4,short,1.1080400000000001,1.14152,1169.9695761297962,1256.68395849038,-39.68913064447947,-39.68913064447947,-3.060327437560404,-1.515619783296097,网格止损-4,1,2022-02-05 17:00:00,1296.8916383705134,grid,bearish,2022-02-06 02:00:00,range_bound,4.0
ADA/USDT-layer2,short,1.15214,1.1292799999999998,1080.7457922979877,1269.3782377672803,24.20778062907683,24.20778062907683,1.9433565300076525,1.9468076519567534,网格止盈-2,1,2022-02-06 02:15:00,1245.668525321059,grid,bearish,2022-02-06 02:30:00,range_bound,2.0
ADA/USDT-layer3,short,1.12992,1.10738,1125.7341572559458,1296.8547910556006,24.865252088962368,24.865252088962368,1.9540498725460258,0.9179554303217156,网格止盈-3,1,2022-02-05 17:45:00,1272.498334782225,grid,bearish,2022-02-06 14:45:00,range_bound,3.0
ADA/USDT-layer4,short,1.1080400000000001,1.14152,1171.7036970521362,1258.5466068785513,-39.74795760309813,-39.74795760309813,-3.0603274375604026,-2.2508524973265738,网格止损-4,1,2022-02-06 04:15:00,1298.813882307442,grid,bearish,2022-02-06 23:30:00,range_bound,4.0
ADA/USDT-layer3,short,1.1302400000000001,1.1638100000000002,1125.8712949949208,1234.200271173098,-38.30450128196163,-38.30450128196163,-3.0089620437215907,-2.2982849790639097,网格止损-3,1,2022-02-06 17:00:00,1273.0137743640416,grid,bearish,2022-02-07 02:30:00,range_bound,3.0
ADA/USDT-layer5,long,1.13608,1.175,949.940305429902,1115.7481756072577,36.53999341445473,36.53999341445473,3.384461298925264,3.0758510621256856,网格止盈-5,1,2022-02-06 20:45:00,1079.63986546568,grid,bullish,2022-02-07 03:30:00,range_bound,5.0
ADA/USDT,long,1.163,1.163,2491.272508252221,2896.1909871264943,-1.1589399708389334,33.578082658368565,0.8109224066177463,0.0,止损,1,2022-02-07 08:15:00,4140.726952954532,trend,bullish,2022-02-07 09:30:00,trending_up,
ADA/USDT,long,1.181,1.233397603160396,2461.2490504751404,3034.535985585394,127.80085697425311,189.53699979993397,4.5626052891525095,2.232548369883317,止损,1,2022-02-07 09:45:00,4154.139746660836,trend,bullish,2022-02-08 02:45:00,range_bound,
ADA/USDT-layer3,long,1.20804,1.17201,1128.948286914298,1322.5931558710167,-41.22153265293175,-41.22153265293175,-3.0213086117495003,-1.0121974317944398,网格止损-3,1,2022-02-08 08:15:00,1364.360214399358,grid,bullish,2022-02-08 09:00:00,range_bound,3.0
ADA/USDT-layer1,long,1.16,1.1834,1070.5677631387462,1266.413147456296,24.554542215350377,24.554542215350377,1.9764507989907563,0.6158438045953555,网格止盈-1,1,2022-02-08 09:15:00,1242.355348683042,grid,bullish,2022-02-08 09:30:00,range_bound,1.0
ADA/USDT-layer3,long,1.2078799999999998,1.1719699999999997,990.1242391849646,1159.917524091192,-36.03374193554288,-36.03374193554288,-3.011772738995281,-1.3858093110661776,网格止损-3,1,2022-02-08 11:45:00,1196.4296465331456,grid,bullish,2022-02-08 12:15:00,range_bound,3.0
ADA/USDT-layer1,long,1.16,1.1834,1069.0251645868366,1264.588352095694,24.519161174963777,24.519161174963777,1.9764507989907563,0.8639635600872834,网格止盈-1,1,2022-02-08 12:30:00,1240.5652185970987,grid,bullish,2022-02-08 13:45:00,range_bound,1.0
ADA/USDT-layer2,long,1.1837799999999998,1.1481099999999997,1013.4259386021603,1163.0445850254866,-36.628772572978534,-36.628772572978534,-3.0520080062046797,-1.0521856301449901,网格止损-2,1,2022-02-08 08:45:00,1200.1532269415045,grid,bullish,2022-02-08 16:45:00,range_bound,2.0
ADA/USDT-layer1,long,1.16,1.1832399999999998,1072.0006815183906,1267.936678083596,24.415887522262786,24.415887522262786,1.9626632105778314,0.9676517938092313,网格止盈-1,1,2022-02-08 15:30:00,1244.0181988775576,grid,bullish,2022-02-09 00:15:00,range_bound,1.0
ADA/USDT-layer1,long,1.16,1.18336,1069.4240238208702,1265.0174000816119,24.485532449402694,24.485532449402694,1.9730039018875254,1.1683268615234703,网格止盈-1,1,2022-02-09 02:00:00,1241.028080379262,grid,bullish,2022-02-09 06:15:00,range_bound,1.0
ADA/USDT-layer2,long,1.18364,1.2072800000000001,1019.9748695518798,1230.912347290755,23.62929269436799,23.62929269436799,1.9564463086381907,1.37029640881266,网格止盈-2,1,2022-02-09 00:15:00,1207.7659678182256,grid,bullish,2022-02-09 12:30:00,range_bound,2.0
ADA/USDT-layer2,long,1.1839,1.2078,1033.787430239475,1248.1188978677737,24.217959207259284,24.217959207259284,1.977960399588795,1.5462033717709316,网格止盈-2,1,2022-02-09 15:30:00,1224.3904990359786,grid,bullish,2022-02-09 17:00:00,range_bound,2.0
ADA/USDT-layer3,long,1.2078799999999998,1.1719699999999997,989.0615549258204,1158.6726034580279,-35.995067505771836,-35.995067505771836,-3.0117727389952815,-2.468783608003179,网格止损-3,1,2022-02-09 12:15:00,1195.1455380321852,grid,bullish,2022-02-10 03:00:00,range_bound,3.0
